2019-08-02 14:56:07,"b'RT @ScottFlacks: The more I fly #UnitedAirlines the more I love #Delta, Thank you Delta Airlines. #UnitedAirlines, just Plane awful...'"
2019-08-02 14:53:09,b'United B757-200 (N41140) banking left and retracting the gear after departing Houston IAH. \n#avgeek #boeing\xe2\x80\xa6 https://t.co/e11IZXouuX'
2019-08-02 14:28:05,"b""Explain to me @united how you can refuse to book a comp hotel room for my daughter, because she's only 18, and when\xe2\x80\xa6 https://t.co/9Zg0yMFrtl"""
2019-08-02 14:23:59,b'@aaronscherb @united Or a medical problem!?! @United This might be an emergency. #UnitedAirlines #Emergency'
2019-08-02 14:02:28,"b'When #unitedairlines doesn\xe2\x80\x99t serve coffee ice cream float #selfmadefood #icecreamfloat @ New York, New York https://t.co/w1ApYdrsHw'"
2019-08-02 13:59:41,b'When a member of the @united air crew asks you to take your crying baby towards the back of the plane because she\xe2\x80\x99s\xe2\x80\xa6 https://t.co/dc1viNQevx'
2019-08-02 13:57:50,"b'@united Fog in DEN, 15+ planes redirected to CSO, but no deplaning because #unitedAIRLINES can hold you #hostage fo\xe2\x80\xa6 https://t.co/MhVZ79Jkj9'"
2019-08-02 13:49:31,b'Just how much stupid and confusing can United airlines get? It feels like the more money this company get the more\xe2\x80\xa6 https://t.co/Uoz9wRNoYB'
2019-08-02 13:47:01,b'.@alyrose: #UnitedAirlines Adds #Biometric Clearance for #Passengers With Clear Partnership | #privacy\xe2\x80\xa6 https://t.co/oMMcs5Y2RR'
2019-08-02 13:45:40,"b'My plane is ready for departure. #unicorn #rainbow #travel #summer #unitedairlines #lake #gay #instagay @ McCall, I\xe2\x80\xa6 https://t.co/SBQLt2zDKE'"
2019-08-02 13:29:57,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-02 13:20:28,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-02 11:54:03,b'Stuck on a plane! The doors won\xe2\x80\x99t connect to the gate preventing the plane from opening the door. #unitedairlines\xe2\x80\xa6 https://t.co/x2vB3ZVKHO'
2019-08-02 11:31:16,b'#unitedAIRLINES  canceled yesterday and delayed today go @united'
2019-08-02 11:28:28,"b'RT @therogercross: So now the airplane\xe2\x80\x99s ready, but we\xe2\x80\x99re apparently waiting for a flight attendant.  What...she didn\xe2\x80\x99t have enough time to\xe2\x80\xa6'"
2019-08-02 10:51:16,b'Why is there no row 33 on #unitedAIRLINES 167?'
2019-08-02 10:41:56,"b'booked a flight through @united website, they put us on an @AirCanada flight connecting in Toronto to EWR.\xe2\x80\xa6 https://t.co/94YUhJ584j'"
